Pin,MC,Channel,TYPE,SubChannel,Partition,Nibble,Lane,Bit,Rank,PinName,FieldName,Field,Size,Base,Codification,ExpectedData,StringData,StorageToken,LowLimit,HighLimit,ExitPort,ItuffToken,ItuffDescriptor
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,hmargin,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,hcenter,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,vmargin,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,vcenter,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,leftedge,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,rightedge,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,topedge,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,botedge,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,hmargin,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,hcenter,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,vmargin,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,0,3,x,x,DQ19,vcenter,M1_B_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,leftedge,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,rightedge,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,topedge,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,botedge,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,hmargin,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,hcenter,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,vmargin,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,1,4,x,x,DQ20,vcenter,M1_B_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,leftedge,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,rightedge,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,topedge,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,botedge,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,hmargin,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,hcenter,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,vmargin,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,1,5,x,x,DQ21,vcenter,M1_B_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,leftedge,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,rightedge,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,topedge,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,botedge,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,hmargin,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,hcenter,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,vmargin,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,1,6,x,x,DQ22,vcenter,M1_B_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,leftedge,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,rightedge,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,topedge,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,botedge,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,hmargin,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,hcenter,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,vmargin,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,1,7,x,x,DQ23,vcenter,M1_B_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,leftedge,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,rightedge,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,topedge,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,botedge,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,hmargin,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,hcenter,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,vmargin,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,0,0,x,x,DQ24,vcenter,M1_B_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,leftedge,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,rightedge,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,topedge,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,botedge,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,hmargin,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,hcenter,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,vmargin,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,0,1,x,x,DQ25,vcenter,M1_B_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,leftedge,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,rightedge,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,topedge,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,botedge,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,hmargin,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,hcenter,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,vmargin,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,0,2,x,x,DQ26,vcenter,M1_B_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,leftedge,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,rightedge,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,topedge,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,botedge,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,hmargin,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,hcenter,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,vmargin,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,0,3,x,x,DQ27,vcenter,M1_B_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,leftedge,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,rightedge,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,topedge,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,botedge,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,hmargin,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,hcenter,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,vmargin,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,1,4,x,x,DQ28,vcenter,M1_B_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,leftedge,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,rightedge,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,topedge,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,botedge,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,hmargin,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,hcenter,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,vmargin,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,1,5,x,x,DQ29,vcenter,M1_B_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,leftedge,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,rightedge,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,topedge,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,botedge,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,hmargin,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,hcenter,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,vmargin,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,1,6,x,x,DQ30,vcenter,M1_B_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,leftedge,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,rightedge,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,topedge,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,botedge,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,hmargin,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,hcenter,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,vmargin,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,3,1,7,x,x,DQ31,vcenter,M1_B_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,leftedge,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,rightedge,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,topedge,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,botedge,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,hmargin,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,hcenter,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,vmargin,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,4,0,0,x,x,DQ32,vcenter,M1_B_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,leftedge,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,rightedge,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,topedge,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,botedge,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,hmargin,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,hcenter,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,vmargin,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,4,0,1,x,x,DQ33,vcenter,M1_B_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,leftedge,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,rightedge,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,topedge,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,botedge,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,hmargin,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,hcenter,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,vmargin,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,4,0,2,x,x,DQ34,vcenter,M1_B_4_0_2_DQ34,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,leftedge,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,rightedge,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,topedge,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,botedge,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,hmargin,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,hcenter,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,vmargin,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,4,0,3,x,x,DQ35,vcenter,M1_B_4_0_3_DQ35,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,leftedge,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,rightedge,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,topedge,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,botedge,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,hmargin,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,hcenter,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,vmargin,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,4,1,4,x,x,DQ36,vcenter,M1_B_4_1_4_DQ36,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,4,1,5,x,x,DQ37,leftedge,M1_B_4_1_5_DQ37,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,4,1,5,x,x,DQ37,rightedge,M1_B_4_1_5_DQ37,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
