Pin,MC,Channel,TYPE,SubChannel,Partition,Nibble,Lane,Bit,Rank,PinName,FieldName,Field,Size,Base,Codification,ExpectedData,StringData,StorageToken,LowLimit,HighLimit,ExitPort,ItuffToken,ItuffDescriptor
TDO,M1,1,DATA,A,4,1,7,x,x,DQ39,vmargin,M1_A_4_1_7_DQ39,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,A,4,1,7,x,x,DQ39,vcenter,M1_A_4_1_7_DQ39,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,leftedge,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,rightedge,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,topedge,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,botedge,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,hmargin,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,hcenter,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,vmargin,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,0,0,x,x,DQ0,vcenter,M1_B_0_0_0_DQ0,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,leftedge,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,rightedge,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,topedge,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,botedge,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,hmargin,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,hcenter,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,vmargin,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,0,1,x,x,DQ1,vcenter,M1_B_0_0_1_DQ1,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,leftedge,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,rightedge,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,topedge,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,botedge,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,hmargin,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,hcenter,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,vmargin,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,0,2,x,x,DQ2,vcenter,M1_B_0_0_2_DQ2,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,leftedge,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,rightedge,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,topedge,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,botedge,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,hmargin,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,hcenter,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,vmargin,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,0,3,x,x,DQ3,vcenter,M1_B_0_0_3_DQ3,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,leftedge,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,rightedge,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,topedge,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,botedge,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,hmargin,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,hcenter,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,vmargin,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,1,4,x,x,DQ4,vcenter,M1_B_0_1_4_DQ4,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,leftedge,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,rightedge,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,topedge,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,botedge,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,hmargin,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,hcenter,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,vmargin,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,1,5,x,x,DQ5,vcenter,M1_B_0_1_5_DQ5,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,leftedge,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,rightedge,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,topedge,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,botedge,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,hmargin,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,hcenter,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,vmargin,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,1,6,x,x,DQ6,vcenter,M1_B_0_1_6_DQ6,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,leftedge,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,rightedge,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,topedge,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,botedge,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,hmargin,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,hcenter,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,vmargin,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,0,1,7,x,x,DQ7,vcenter,M1_B_0_1_7_DQ7,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,leftedge,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,rightedge,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,topedge,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,botedge,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,hmargin,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,hcenter,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,vmargin,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,0,0,x,x,DQ8,vcenter,M1_B_1_0_0_DQ8,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,leftedge,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,rightedge,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,topedge,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,botedge,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,hmargin,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,hcenter,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,vmargin,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,0,1,x,x,DQ9,vcenter,M1_B_1_0_1_DQ9,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,leftedge,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,rightedge,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,topedge,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,botedge,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,hmargin,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,hcenter,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,vmargin,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,0,2,x,x,DQ10,vcenter,M1_B_1_0_2_DQ10,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,leftedge,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,rightedge,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,topedge,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,botedge,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,hmargin,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,hcenter,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,vmargin,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,0,3,x,x,DQ11,vcenter,M1_B_1_0_3_DQ11,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,leftedge,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,rightedge,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,topedge,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,botedge,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,hmargin,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,hcenter,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,vmargin,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,1,4,x,x,DQ12,vcenter,M1_B_1_1_4_DQ12,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,leftedge,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,rightedge,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,topedge,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,botedge,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,hmargin,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,hcenter,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,vmargin,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,1,5,x,x,DQ13,vcenter,M1_B_1_1_5_DQ13,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,leftedge,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,rightedge,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,topedge,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,botedge,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,hmargin,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,hcenter,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,vmargin,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,1,6,x,x,DQ14,vcenter,M1_B_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,leftedge,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,rightedge,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,topedge,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,botedge,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,hmargin,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,hcenter,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,vmargin,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,1,1,7,x,x,DQ15,vcenter,M1_B_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,leftedge,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,rightedge,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,topedge,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,botedge,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,hmargin,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,hcenter,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,vmargin,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,0,0,x,x,DQ16,vcenter,M1_B_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,leftedge,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,rightedge,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,topedge,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,botedge,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,hmargin,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,hcenter,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,vmargin,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M1,1,DATA,B,2,0,1,x,x,DQ17,vcenter,M1_B_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,leftedge,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,rightedge,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,topedge,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M1,1,DATA,B,2,0,2,x,x,DQ18,botedge,M1_B_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
